"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"Reviewed in the United States on April 21, 2025","Kristi","-","yes","This is packed with features.","This was easy to install and looks great in the car. It goes over the OEM mirror with no need to make permanent alterations. It’s easy to navigate the menus and it produces crisp and clear pictures.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2P3PBH3VGIO5R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 15, 2025","Md Tareq Islam","yes","yes","ADAS, Parking Monitor, GPS – All Working Great in My SUV","I recently installed the AZDOME PG17 Max 4K+2.5K Mirror Dash Cam on my Toyota Highlander. The installation was easy, and the sleek 12-inch mirror display is modern. The video quality is exceptional, with sharp and vivid footage from both front and rear cameras, even in low light.I appreciate the integrated GPS and voice control, parking monitor, and adaptive driving assistance. The 64GB storage card is convenient for immediate usage and storage.All functionalities have worked flawlessly, enhancing my driving confidence. I highly recommend this product for those seeking to improve their dash cam setup.",5,"https://m.media-amazon.com/images/I/71o9Uaie3JL.jpg , https://m.media-amazon.com/images/I/71tjGJ7l28L.jpg","-","https://www.amazon.com/gp/customer-reviews/RUP70U4GA79PE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on April 22, 2025","JZ","yes","yes","Huge Upgrade – No Glare & Fast Wi-Fi!","I got this to replace my old dash cam that was too reflective in sunlight and had no Wi-Fi. This one is a big improvement—clear screen even in strong light, plus the 5GHz Wi-Fi makes transfers quick. Definitely a solid upgrade.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R5DIU2TKK0AJX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on April 19, 2025","Viv","yes","yes","Easy to install","Can’t wait to use this dashboard camera! It’s a great product!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R38E6EFZNI9APZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on April 27, 2025","Yiheng Li","yes","yes","Clean looking","Had another azdome dash cam before. This one has better video quality. It clips on mybrear view mirror so It looks as OEM as possible.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2N8L15ETE5J5O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on April 24, 2025","Amazon Customer","yes","yes","Nice Dashcam with Great Features","This dash cam includes so many new features such as backup camera, ADAS, BSD, LCA, GPS, and a big screen. I am thoroughly impressed. Can’t wait to start recording.",5,"-","-","https://www.amazon.com/gp/customer-reviews/REMALAPXNQL65/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on June 4, 2025","Dakotah Chaney","-","yes","Works great, long install!","Impressive quality, works great and the clarity is amazing!  The picture/film is wonderful, very clear and easy to see!  Video keeps up with real time and the pictures are very clear!  The color is bright and everything matches what you can physically see!The included memory card is great and holds tons of photos/videos not making you clear them off in short amounts of time!  The memory card is easy to insert and take out for ease of access!All of the settings are easy to work with, they can be adjusted to your liking and stay in that setting until you physically change them yourself!  There is a neat setting to let you know and alert you when things are within so many feet to your vehicle!The GPS feature is great, it is very clear and the voice communication is excellent as it is easy to understand.  The downloadable app is amazing, easy to work with and navigate.  Settings are easily adjusted in the app and it allows you to better connect with your camera!Wonderful value!!",4,"-","-","https://www.amazon.com/gp/customer-reviews/R2DZLMVNM4RQOD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on April 29, 2025","Camille ","-","yes","Tech-Savvy Mirror Cam","This Mirror Cam has some pretty impressive features; the screen is a nice size, provides a clear view, and has good video quality.  This is a solid mirror cam with good video quality and useful features.  The instructional video is helpful, and I recommend watching it for visual details on installing it.  I found the video helpful.  My Husband says he didn't need it, but I saw him peeping and listening as I played it while he installed the wiring down the door panel in his truck (lol).  All of our vehicles are already equipped with lane change assist and GPS features, so these features on the mirror cam may be great for cars without them. Having it on the mirror cam and as part of the vehicle's features is overkill.  I'm also not a fan of having to thread wires. After installing car seat covers in a few of our vehicles this past month, I'm done with threading anything through and around the interior of cars and trucks.  Overall, this is a solid choice for “dash cam” technology.  I am impressed by the level of quality put into making it. The features are high tech and in line with the latest technology today.  I highly recommend this mirror cam.  I was excited to see it in my “Recommended for You” tab.  Don’t sleep on this camera, It's a great option.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R16GWEII5IN6LR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on June 20, 2025","Michelle H","yes","yes","Feature-packed, smart 4K Dashcam","My first impression is this product is thoughtfully designed. It came in a well-packaged box that included everything I needed: the main 4K dashcam, a rear camera, a GPS module, a 64GB microSD card, installation tools, and especially a cigarette socket adapter with a built-in USB port that lets you charge your phone while using the dashcam.The build quality feels premium with high-end materials and a nice finish. The large touch screen is both responsive and bright, making it easy to interact with settings and view footage.Installation was quick and easy as the manual includes a link to a step-by-step video tutorial.The video quality is excellent. The 4K front camera captures sharp, detailed footage that clearly shows surroundings, even in lower lighting. All recordings can be accessed from the mobile app, which is so convenient.My favorite feature is the smart driving assistance system. It includes ADAS, Blind Spot Detection (BSD), and Lane Change Assist (LCA), which provide helpful alerts to enhance road safety. The settings are customizable, allowing you to fine-tune sensitivity, speed thresholds, tones, and even the area of coverage for alerts.Voice control is another standout. Simple commands like “turn on/off recording,” “take picture,” “show front/rear camera,” and “turn off screen” work reliably and add a hands-free convenience for your driving.This is by far the best and first smart dashcam I’ve owned",5,"https://m.media-amazon.com/images/I/61hQwLIFE+L.jpg , https://m.media-amazon.com/images/I/71+2lYitrFL.jpg , https://m.media-amazon.com/images/I/717yZHZxdHL.jpg , https://m.media-amazon.com/images/I/71853jVrYWL.jpg , https://m.media-amazon.com/images/I/71pVk1tHvOL.jpg , https://m.media-amazon.com/images/I/71xewMdSgVL.jpg , https://m.media-amazon.com/images/I/81HZ-fZivlL.jpg , https://m.media-amazon.com/images/I/81qzzrZ7d4L.jpg , https://m.media-amazon.com/images/I/81uiBQFnawL.jpg","-","https://www.amazon.com/gp/customer-reviews/R7DTSJ3VKJNER/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 16, 2025","Diaz","yes","yes","Nunca me he sentido tan segura manejando","Excelente cámara, me siento súper seguroLa AZDOME PG17 Max es la mejor cámara retrovisora que he tenido. La calidad de imagen en 4K + 2.5K es increíble, y el monitor de 12” se ve perfecto. Las funciones como ADAS, BSD, LCA y el control por voz me hacen sentir muy seguro al conducir. Además, incluye WiFi de 5 GHz y tarjeta de memoria, lista para usar. ¡La recomiendo totalmente!",5,"https://m.media-amazon.com/images/I/61v9M0bYH1L.jpg","-","https://www.amazon.com/gp/customer-reviews/R2RDDFFRHVZ8IZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on April 24, 2025","Jack","yes","yes","Easy set up and good resolution","i installed in my car for a week. Good resolution and easy to set up. It also looks good. Recommended.",5,"https://m.media-amazon.com/images/I/71ujsjomgjL.jpg","-","https://www.amazon.com/gp/customer-reviews/R3P2D7CZMTAESM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on June 25, 2025","Amber","yes","yes","Could be better","Not bad but not good. Front camera is good but back camera is lacking. Not sure how they look on actual footage but the image on the screen of the device is very very dark for the back camera. When I hold my hand over the top of the back camera, the image brightens up and when I remove it and have the camera just sit normally, it gets very dark with high contrast. Seems to be some kind of HDR or light focusing issue. The reflective surface of the device is just that, a reflective surface, not very mirror like. It’s dark and almost mimics the look and reflectiveness of a phone screen. Both of these issues make it hard to use this as a rearview mirror replacement. I have another AZDOME mirror dash cam, their flagship device and I can dramatically tell the difference in quality. I guess it’s good for the price, but if you can afford to get their highest model, I recommend it.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R25VXP384RMJX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on June 28, 2025","Sean S.","yes","yes","Great aftermarket mirror and easy to install","I've been using this mirror for a week and I'm quite happy with it.What I like:- The camera/functionality is great right out of the box.- Installation was easy. I purchased the hardwire kit, and the cable was long enough for a 2004 Scion xB. The reverse wire, however, was not, but that's because the Scion's reverse light is in a weird place and not a fault in the kit. I ran an extra few feet of wire to solve that problem.- The hardwire kit comes with multiple fuse jumpers to accommodate whichever type your car uses.- The display image is bright.- I haven't encountered any problems with camera glare, and the HDR seems to perform well at night and when driving directly into/away from the sun.- The installation video provided general information and wasn't too ""vehicle specific.""This mirror is WIDE, and if your cabin is narrow, it may interfere with your driver/passenger visors. Fortunately, the mounting bracket I got allowed me to maneuver the mirror into a position that's just out of the way enough that I'm able to lower both visors without any issue. My Scion is a small car, so if this mirror works for it, it will probably work for most.The few things I'd change:- The default driving impact sensitivity (that determines when the camera saves a recording) is very high. Driving over even moderately bumpy roads triggers the ""save recording"" function. Even after changing it to the least sensitive position, driving over railroad tracks or hitting bumps in the road saves the recording.- The mirror displays messages (like ""Calibration complete"") in a large grey box in the center of the mirror that's a bit distracting when driving since it covers the middle of the rear-view image. I'd prefer something in a corner instead. Fortunately, the messages are only displayed briefly, so they don't block the view for long.I didn't want to have the mirror strapped to my existing mirror, so I purchased a mirror installation bracket/back plate. I couldn't find specs on the bolt pattern for this mirror, so I took a chance. The bracket I picked didn't have the correct bolt pattern, but it only took about 5 minutes to measure, mark, and drill four 1/16"" holes in the bracket.To mount the mirror this way, you'll need to peel back the rubber strips on the back of the mirror mounting plates, which will reveal four, small screws. Remove them and discard the plastic mounting pieces, then use the screws to attach the mirror to the bracket. Voila!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R17DT9G6KAZFPP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on April 26, 2025","KINDLE USER","-","yes","Simple install","Wanted something for my SxS to see when backing up and this does great. Really like the 3 options of the screen, forward,rear or split screen with both.  Super simple to install and working in minutes.",5,"https://m.media-amazon.com/images/I/71HTYNVxPwL.jpg , https://m.media-amazon.com/images/I/81IgrLgjbfL.jpg","-","https://www.amazon.com/gp/customer-reviews/R2CXQ403EXZ0UY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 8, 2025","letmepicyou","-","yes","Great camera, but does NOT come with parking feature.","Overall, I like this dash camera.  The image quality is great, the build quality is great, and it has more features than I care to even mention, but among the basics it has its own GPS antenna, dual cameras, and voice control (!).  It also has a bunch of ""help you drive"" features which I'll likely never use, but they're there if you want them.  It's fairly easy to navigate the UI, and there's also an app to use as well.  I really didn't get into the app, because for me it's easier to plug the SD card into my computer and extract the files I need that way.Installation is...well, FAIRLY easy, but it is a bit tedious to mount the rear camera, depending on where you put it and how your car is set up.  In all, it works really well, and I can't imagine someone not being very happy with this.My only complaint is the fact it doesn't come with the parking feature as stated in the description.  It's a ~$25 add-on feature that you have to purchase separately (B0BM9JL327).  I don't know why this always seems to be an add-on feature; it makes it feel like the micro-transaction video game world has come into real life.  I really don't know who wouldn't want the parking monitor feature, it seems really silly not to have it, and for the life of me I can't imagine why it's not included with the unit itself.Aside from that little omission, the cam itself is great.  Good image, good build, and easy to use.  I recommend it, but don't forget the parking monitor add-on.  4 stars.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R2YWRZGWLXBIUD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on April 30, 2025","Rock","-","yes","Great","This is a great dash cam.  Very high resolution even from the back camera.  Wide screen is beautiful by just placing it over the original rearview mirrorlThere are so many features including driver assist to warn about accidents and pedestrians.  This is a great upgrade for most older cars.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RNCCS52U26EHE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 30, 2025","V. de Mauro Jr","yes","yes","You need to improve a lot!","The USB power of the outlet is horrible does not maintain the load, does not have the possibility to zoom in on the rear camera for approach adjustment. Completely inaccurate reverse camera. I returned...",2,"-","-","https://www.amazon.com/gp/customer-reviews/R3OFLD1Q33O4NV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on July 6, 2025","Gang Li","yes","yes","Excellent","Product shipped in good package.Image quality is good.Easy to install.Function as described",5,"https://m.media-amazon.com/images/I/61u5Fgc47uL.jpg , https://m.media-amazon.com/images/I/71aGj6Cf91L.jpg , https://m.media-amazon.com/images/I/71gq7iVhrwL.jpg","-","https://www.amazon.com/gp/customer-reviews/R1RMROPYD081ZR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on June 1, 2025","Haysam S.","yes","yes","Smooth and really clear picture quality has voice commands","Very clear image and cane with long cable length as for speed very smooth operating it seems easy to clip and install. With also voice commands for recording",5,"https://m.media-amazon.com/images/I/619b+ENHbDL.jpg , https://m.media-amazon.com/images/I/61XM+BKXX+L.jpg , https://m.media-amazon.com/images/I/61fNW40sZEL.jpg","-","https://www.amazon.com/gp/customer-reviews/R1Z5XZYNN38QH6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 18, 2025","Gerardo","yes","yes","Crystal Clear!","This dash cam is amazing! The 4K front and 2.5K rear video quality is super clear, even at night. Setup was simple, and the 12"" touch screen is easy to use. I love the voice control, built-in GPS, and safety features like ADAS and blind spot alerts. Great value and it even comes with a 64GB card!",5,"https://m.media-amazon.com/images/I/71TfYXCWaZL.jpg","-","https://www.amazon.com/gp/customer-reviews/R30A1SY5CTV8QT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 13, 2025","David Chen","yes","yes","Ginormous screen and easy install","Ive never attempted to install anything in a car and was a little daunted to try this to be honest cus the friend that referred this dash cam said her Dad did it for her but that he was a mechanic. So when in doubt go to YouTube! And for sure there was a video install of this exact model. My only advice is 100% install the anti-glare film on in your dust free home before you hook it up to the rearview mirror cus OMG the dust specs are everywhere in the car! But overall I think I did a fairly decent job with the install. The first thing I luv about this and that didnt disappoint was how large the screen is. Its a good 15%-20% bigger that the rearview mirror and the resolution is crystal clear! The dual screen function is great as well so you can see both angles when driving. It a quality build just based on the weight of the device, but also the many functions you can scroll through like voice recording, wifi and gps stamp on your videos which have up to 3min loop mode so you never have to manually delete. Its been getting crazy out there with all the distracted drivers so im glad Im prepared now if any disputes arise!",5,"https://m.media-amazon.com/images/I/6128rKiSmYL.jpg","-","https://www.amazon.com/gp/customer-reviews/R19NBCHNCZ8H0D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 3, 2025","Ellen","yes","yes","Well constructed camera set","Huge display! High quality materials and can’t wait to put it to use.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RTDVFJ81MZ97V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on June 21, 2025","Andrew Pfaff","yes","yes","Make sure you study the dimensions and measure for your sun visors.","Make sure you study the dimensions and measure for your sun visors. The unit is a tiny bit too big to stay clear of both sun visors in my car. But I’d already done the full installation when I figured this out. So whenever I have a passenger in the front they may be mildly inconvenienced. Unit performs as advertised.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3B7SE681K21Q4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on June 12, 2025","John Williams","yes","yes","Far more than I was expecting","This thing is loaded with features and the screen is so clear. It really does look like a mirror.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2L248MPT5BXFX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on June 3, 2025","Gladys Young","yes","yes","Rear view recording gives you extra protection","After being bumped from rear in parking lot twice recently and no evidence can prove that I didn’t move, I decided to get this dash camera with rear view recording. It takes some time to set it up but it works fantastically. Video is very clear. It came with a 64G memory card, which is great.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1MV6Y17KFCGHS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on June 3, 2025","4ddy paul","yes","yes","Love it!!!","I absolutely love it. I am a new driver and was driving a car without back camera. I was always scared while reversing out of a parking space. This helps so much with my parking space anxiety. I can even do a reverse parking now. The video quality is great and works well at night too. The GPS also helps to make my driving safer as I don’t have to constantly look at my phone for maps.The installation was easy enough, I could do it by following the video. Overall, I loved it, and I think every car should have these features.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3KI0LXTQSXJ2M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on June 1, 2025","Nick Lee","yes","yes","Clean setup and very convenient","This is one of the best things I have bought. It is very good product of excellent quality. This 12 inches IPS touch screen is built with 4K Ultra UHD, the highest quality record video in significantly higher clarity and detail. The built-in WiFi allows me to view dash cam video in real-time, download recordings, and adjust settings without using cables or memory card. This device also contains a built-in GPS Tracking to keep records of my vehicle 's location as I drive. I can operate the dash cam using voice commands without taking hands of the steering wheel, which providing safer driving. The camera has ADAS, BSD and LCA to detect potential hazards, blind spots, and assist me to switch lanes when needed. This product has parking assistance as well, which provides a wide field of vision when reversing, avoiding collision or scratches by blind spots, and helps me park safely. The dash cam has 24 hours parking monitoring that keeps record vehicle's surrounding when the car is parked and when the engine is off.  When SD card becomes full, dash cam will automatically overwrite the oldest unlocked footage. This car mirror cam is full screen touch, split screen display, front and rear dual recording with wide angle, supper clear night vision, adjustable view angle, the picture quality is good, looks nice, the operating system is smooth, very lightweight, and installation was easy and simple.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RBEG7AWWBE0SL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 5, 2025","bob","yes","yes","Good  stuff","Although the wiring is needed, the lens of the driving recorder is really clear, and the seller has also sent a user guide.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3KKU6MF5DNCZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on April 25, 2025","Sherry","yes","yes","Easy to install","The overall effect is excellent. The picture quality is very clear. I have been using it for some time. I think it's very good and worth buying.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2SOHTYY0QNMH4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on May 7, 2025","Aaron","-","yes","Delicate.","This rearview mirror car recorder. After opening the box, the first thing I felt was that it was exquisitely crafted and had a good texture. Unlike some cheap products, the picture is clear and sharp, with rich details, and key information such as license plates can be clearly identified.",5,"https://m.media-amazon.com/images/I/61++uyPWOoL.jpg","-","https://www.amazon.com/gp/customer-reviews/R1K6FP2E77LCSH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
"Reviewed in the United States on July 10, 2025","Mrs. Clare's Books","-","yes","Good, but lacking in night vision","Why did you pick this product vs others?:I was looking primarily for a dash cam and rear-view camera for an older vehicle that didn't come with a back-up camera.Ease of installation:Installation was straightforward, but it took some time to fit the mirror over the existing rear-view mirror. Functionality:There are too many features to name. Definitely way more than I will ever use, but the functionality of the features I do use is great.Camera quality:The camera quality is excellent. It really looks like 4k vision.Night vision:Night vision is where this camera is seriously lacking. It is nearly impossible to see anything of substance at night without other light sources around.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R30RQ13LHKU38Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DYV5YQ1Y","-","-"
